Name of TPS,Installed Capacity (MW),CIL,SSCL,Captive,E-Auction,Import,Others,Total,Total Consumption,Closing Stocks,Month,Year,SCCL
ADANI POWER LIMITED MUNDRA TPP - I & II,2640.0,0,0,0,0.0,812.179,0.0,812.179,697.113,199.948,3,2025,
ADANI POWER LIMITED RAIGARH TPP,600.0,322.796,0,0,0.0,0.0,0.0,322.796,302.211,156.58,3,2025,
ADANI POWER LIMITED RAIPUR TPP,1370.0,432.759,0,0,0.0,0.0,64.646,497.40500000000003,425.181,72.22,3,2025,
ADANI POWER LIMITED TIRODA TPP,3300.0,1162.714,0,0,0.0,0.0,0.0,1162.714,1180.399,235.89,3,2025,
AKALTARA TPS,1800.0,734.2210000000001,0,0,0.0,0.0,0.0,734.2210000000001,671.189,704.41,3,2025,
AMARKANTAK EXT TPS,210.0,88.046,0,0,0.0,0.0,0.0,88.046,89.019,99.405,3,2025,
AMRAVATI TPS,1350.0,570.921,0,0,0.0,0.0,0.0,570.921,581.774,228.14,3,2025,
ANUPPUR TPP,1250.0,328.82,0,0,211.99,0.0,0.0,540.81,511.19,544.88,3,2025,
BALCO TPS,600.0,140.65,0,0,53.87,0.0,0.0,194.52,199.75,53.85,3,2025,
BANDAKHAR TPP,300.0,115.519,0,0,16.011,0.0,0.0,131.53,119.613,177.02,3,2025,
BARADARHA TPS,1200.0,582.781,0,0,0.0,0.0,0.0,582.781,509.062,575.03,3,2025,
BELA TPS,270.0,90.342,0,0,26.788,0.0,0.0,117.13,128.491,115.38,3,2025,
BHILAI TPS,500.0,320.599,0,0,0.0,0.0,0.0,320.599,240.125,254.64,3,2025,
BHUSAWAL TPS,1870.0,485.51000000000005,80.2,0,0.0,0.0,0.0,565.71,721.996,432.49800000000005,3,2025,
BINA TPS,500.0,70.66,0,0,23.29,0.0,0.085,94.03499999999998,92.14,206.31,3,2025,
BINJKOTE TPP,600.0,5.65,0,0,218.066,0.0,46.574000000000005,270.29,184.583,249.95,3,2025,
CHAKABURA TPP,30.0,14.3554,0,0,0.0,0.0,49.649,64.0044,36.332,34.85,3,2025,
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,701.31,224.9,0,0.0,35.127,0.0,961.3369999999999,1031.02,980.75,3,2025,
DAHANU TPS,500.0,124.519,0,0,0.0,0.0,0.0,124.519,189.458,68.35,3,2025,
DHARIWAL TPP,600.0,272.75,0,0,27.608,0.0,0.0,300.358,258.097,234.0,3,2025,
DSPM TPS,500.0,335.692,0,0,0.0,0.0,0.0,335.692,242.542,330.944,3,2025,
GADARWARA TPP,1600.0,251.12,0,246.48000000000002,0.0,0.0,115.31,612.9100000000001,570.45,379.159,3,2025,
GANDHI NAGAR TPS,630.0,116.8089,0,0,0.0,0.0,0.0,116.8089,126.422,154.01999999999998,3,2025,
GMR WARORA TPS,600.0,195.29000000000002,0,0,62.56,0.0,0.0,257.85,262.313,71.62,3,2025,
JSW RATNAGIRI TPP,300.0,0,0,0,0.0,30.0,0.0,30.0,44.99,35.85,3,2025,
KASAIPALLI TPP,270.0,38.5255,0,0,0.0,0.0,90.3472,128.8727,127.94,33.88,3,2025,
KHAPARKHEDA TPS,1340.0,607.2439999999999,0,0,0.0,83.45,0.453,691.1469999999999,734.717,170.38,3,2025,
KHARGONE STPP,1320.0,270.64,4.11,56.2,0.0,0.0,79.88,410.83,484.004,254.04,3,2025,
KORADI TPS,2190.0,746.1879999999999,104.52,0,0.0,0.0,0.0,850.7079999999999,1008.096,326.104,3,2025,
KORBA STPS,2600.0,1265.82,0,0,0.0,0.0,0.0,1265.82,1310.288,699.379,3,2025,
KORBA-WEST TPS,1340.0,742.4,0,0,0.0,0.0,0.0,742.4,606.5,355.93,3,2025,
LARA TPP,1600.0,22.97,0,682.23,0.0,0.0,0.0,705.2,754.331,320.33,3,2025,
MAHAN TPP,1200.0,306.899,0,0,0.0,0.0,78.806,385.705,500.577,118.99,3,2025,
MARWA TPS,1000.0,3.331,0,506.118,0.0,0.0,0.0,509.449,486.466,639.07,3,2025,
MAUDA TPS,2320.0,752.45,4.05,248.89,0.0,0.0,78.41,1083.8,893.178,685.97,3,2025,
MUNDRA UMTPP,4000.0,0,0,0,0.0,971.031,0.0,971.031,768.4699,733.5,3,2025,
NASIK TPS,630.0,227.13500000000002,0,0,0.0,0.0,0.0,227.13500000000002,291.60400000000004,135.35399999999998,3,2025,
NAWAPARA TPP,600.0,238.56900000000002,0,0,14.78,0.0,0.0,253.34900000000002,209.28,260.94,3,2025,
NIGRI TPP,1320.0,0,0,427.7965,118.0482,0.0,0.0,545.8447,527.3575,417.8839,3,2025,
NIWARI TPP,90.0,58.357,0,0,0.0,0.0,0.06,58.417,42.37,85.88,3,2025,
OP JINDAL TPS,1000.0,53.396,0,120.37,0.0,0.0,0.0,173.76600000000002,425.378,165.054,3,2025,
PARAS TPS,500.0,190.544,8.21,0,0.0,0.0,0.0,198.75400000000002,217.141,95.93,3,2025,
PARLI TPS,750.0,84.37299999999999,255.721,0,0.0,0.0,0.0,340.094,324.39,79.97,3,2025,
PATHADI TPP,600.0,223.293,0,0,0.0,0.0,0.75,224.043,246.579,66.5,3,2025,
RATIJA TPS,100.0,0,0,0,0.0,0.0,60.78,60.78,46.44,25.19,3,2025,
SABARMATI (D-F STATIONS),362.0,111.62,0,0,0.0,0.0,0.0,111.62,147.54,116.34,3,2025,
SALAYA TPP,1200.0,0,0,0,0.0,143.57,0.0,143.57,142.736,191.75,3,2025,
SANJAY GANDHI TPS,1340.0,635.849,0,0,0.0,0.0,0.0,635.849,472.713,454.21,3,2025,
SASAN UMTPP,3960.0,0,0,1676.294,0.0,0.0,0.0,1676.294,1479.346,370.54,3,2025,
SATPURA TPS,1330.0,209.69789,0,0,0.0,0.0,0.0,209.69789,212.427,192.35,3,2025,
SEIONI TPP,600.0,109.38199999999999,0,0,226.041,0.0,0.0,335.423,315.468,240.35,3,2025,
SHIRPUR TPP,300.0,0,0,0,0.0,0.0,145.496,145.496,102.911,163.05,3,2025,
SHREE SINGAJI TPP,2520.0,919.1519999999999,0,0,0.0,0.0,0.0,919.1519999999999,1022.169,414.41,3,2025,
SIKKA REP. TPS,500.0,0,0,0,0.0,88.6797,0.0,88.6797,55.0677,100.77,3,2025,
SIPAT STPS,2980.0,1219.75,0,18.82,0.0,0.0,0.0,1238.57,1219.099,870.824,3,2025,
SOLAPUR STPS,1320.0,152.79000000000002,212.73,58.620000000000005,0.0,0.0,60.7,484.84,452.056,244.88,3,2025,
SVPL TPP,63.0,27.4731,0,0,0.0,0.0,25.5815,53.05459999999999,37.92,28.69,3,2025,
TAMNAR TPP,2400.0,376.987,0,1095.5,0.0,0.0,0.0,1472.487,1303.581,587.5600000000001,3,2025,
TROMBAY TPS,750.0,0,0,0,0.0,240.237,0.0,240.237,195.3,241.4,3,2025,
UCHPINDA TPP,1440.0,449.557,0,0,130.559,0.0,56.832,636.948,525.0,1009.5,3,2025,
UKAI TPS,1110.0,378.501,0,0,0.0,0.0,0.0,378.501,393.044,224.39,3,2025,
VINDHYACHAL STPS,4760.0,2052.98,0,6.51,0.0,0.0,0.0,2059.4900000000002,2055.491,1352.268,3,2025,
WANAKBORI TPS,2270.0,667.25094,0,0,0.0,0.0,0.0,667.25094,750.954,568.9,3,2025,
WARDHA WARORA TPP,540.0,264.35,0,0,0.0,0.0,31.86,296.21000000000004,227.9466,391.28,3,2025,
ADANI POWER LIMITED UDUPI TPP,1200.0,0,0,0,0.0,286.913,0.0,286.913,282.748,93.67,3,2025,
BELLARY TPS,1700.0,154.65177,178.0999,345.4163,0.0,0.0,0.0,678.16797,657.262,198.0013,3,2025,
BHADRADRI TPP,1080.0,0,483.768,0,0.0,0.0,0.0,483.768,320.754,355.475,3,2025,
DAMODARAM SANJEEVAIAH TPS,2400.0,720.47569,0,0,0.0,0.0,0.0,720.47569,674.508,119.3,3,2025,
Dr. N.TATA RAO TPS,2560.0,1022.501,221.882,0,0.0,0.0,0.0,1244.383,1170.418,368.89,3,2025,
ITPCL TPP,1200.0,0,0,0,0.0,468.349,0.0,468.349,399.725,231.4,3,2025,
KAKATIYA TPS,1100.0,0,140.969,271.133,0.0,0.0,0.0,412.102,399.414,347.491,3,2025,
KOTHAGUDEM TPS (NEW),1000.0,0,472.444,0,0.0,0.0,0.0,472.444,409.26,437.928,3,2025,
KOTHAGUDEM TPS (STAGE-7),800.0,0,365.367,0,0.0,0.0,0.0,365.367,268.205,287.181,3,2025,
KUDGI STPP,2400.0,321.53999999999996,222.85,134.94,0.0,0.0,52.37,731.6999999999999,789.02,428.52,3,2025,
METTUR TPS,840.0,318.8578,22.1351,0,0.0,0.0,0.0,340.9929,339.7181,162.1093,3,2025,
METTUR TPS - II,600.0,233.60000000000002,1.72,0,0.0,0.0,0.0,235.32000000000002,239.672,143.21,3,2025,
MUTHIARA TPP,1200.0,0,0,0,0.0,272.809,0.0,272.809,303.741,183.045,3,2025,
NORTH CHENNAI TPS,1830.0,524.091,0,0,0.0,0.0,0.0,524.091,578.884,523.417,3,2025,
NTPL TUTICORIN  TPP,1000.0,0,0,224.077,0.0,149.57,0.0,373.647,393.23499999999996,336.9,3,2025,
OPG Power Generation Private Limited,414.0,11.979,0,0,0.0,136.325,0.0,148.30399999999997,169.79,44.23,3,2025,
PAINAMPURAM TPP,1320.0,241.639,0,0,0.0,143.38,0.0,385.019,517.2529999999999,160.606,3,2025,
RAICHUR TPS,1720.0,328.044,277.61,0,0.0,0.0,0.0,605.654,674.69,547.51,3,2025,
RAMAGUNDEM STPS,2600.0,0,1017.66,0,0.0,0.0,0.0,1017.66,986.322,819.775,3,2025,
RAYALASEEMA TPS,1650.0,531.92765,235.883,0,0.0,0.0,0.0,767.81065,740.635,163.68,3,2025,
SGPL TPP,1320.0,223.756,0,0,0.0,153.925,0.0,377.68100000000004,567.866,290.079,3,2025,
SIMHADRI,2000.0,709.4099999999999,100.19,29.88,0.0,0.0,55.65,895.1299999999999,926.988,294.633,3,2025,
SIMHAPURI TPS,600.0,0,0,0,0.0,0.0,0.0,0.0,175.212,175.65,3,2025,
SINGARENI TPP,1200.0,0,646.955,0,0.0,0.0,0.0,646.955,489.907,312.55,3,2025,
TELANGANA STPP PH-1,1600.0,19.51,539.13,0,0.0,0.0,84.37,643.01,605.92,630.93,3,2025,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,36.95,0.0,36.95,36.95,0.0,3,2025,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,139.69,0.0,139.69,126.48,13.51,3,2025,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,73.0,0.0,73.0,146.8,27.85,3,2025,
TUTICORIN TPS,1050.0,431.157,0,0,0.0,0.0,0.0,431.157,432.197,329.04,3,2025,
VALLUR TPP,1500.0,749.3389999999999,76.7,0,0.0,0.0,0.0,826.039,691.376,573.99,3,2025,
VIZAG TPP,1040.0,207.76866,0,0,0.0,0.0,0.0,207.76866,261.967,79.18130000000001,3,2025,
YADADRI TPS,800.0,0,149.288,0,0.0,0.0,0.0,149.288,30.27,329.54,3,2025,
YERMARUS TPP,1600.0,0,469.369,0,0.0,0.0,0.0,469.369,450.891,268.395,3,2025,
BAKRESWAR TPS,1050.0,0,0,574.147,0.0,0.0,0.0,574.147,471.92,176.835,3,2025,
BANDEL TPS,270.0,0,0,185.101,0.0,0.0,0.0,185.101,120.585,98.03,3,2025,
BARAUNI TPS,500.0,22.72,0,65.28,0.0,0.0,91.68,179.68,113.958,287.5,3,2025,
BARH  STPS,2640.0,676,0,339.94,0.0,0.0,72.57,1088.51,1063.419,980.32,3,2025,
BOKARO TPS `A` EXP,500.0,139.485,0,3.465,0.0,0.0,0.0,142.95000000000002,144.935,224.55,3,2025,
BUDGE BUDGE TPS,750.0,100.311,0,139.463,0.0,0.0,0.0,239.774,313.074,99.21,3,2025,
CHANDRAPURA(DVC) TPS,500.0,128.825,0,93.754,0.0,0.0,0.0,222.579,227.834,227.52,3,2025,
DARLIPALI STPS,1600.0,3.99,0,801.73,0.0,0.0,0.0,805.72,787.202,360.98,3,2025,
DERANG TPP,1200.0,476.365,0,0,168.593,0.0,0.0,644.958,624.39,1055.72,3,2025,
D.P.L. TPS,550.0,272.73199999999997,0,0,20.117,0.0,49.945,342.794,258.486,114.04,3,2025,
DURGAPUR STEEL TPS,1000.0,386.67999999999995,0,4.112,0.0,0.0,7.527,398.31899999999996,341.899,386.64,3,2025,
FARAKKA STPS,2100.0,952.62,0,12.11,0.0,0.0,0.0,964.73,782.653,874.26,3,2025,
HALDIA TPP,600.0,282.598,0,0,0.0,0.0,0.0,282.598,290.224,101.14,3,2025,
HIRANMAYE TPP,300.0,182.569,0,0,0.0,0.0,0.0,182.569,126.904,87.71,3,2025,
IB VALLEY TPS,1740.0,56.271,0,779.202,0.0,0.0,0.0,835.473,798.397,253.32,3,2025,
JOJOBERA TPS,240.0,98.54455999999999,0,0,0.0,0.0,0.0,98.54455999999999,85.7954,236.25,3,2025,
JSW Energy Utkal Limited,350.0,0,0,0,0.0,0.0,199.138,199.138,207.0,262.57,3,2025,
KAHALGAON TPS,2340.0,1276.86,0,27.94,0.0,0.0,0.0,1304.8,1242.303,814.513,3,2025,
KAMALANGA TPS,1050.0,407.675,0,0,71.273,0.0,0.0,478.948,559.143,292.01,3,2025,
KODARMA TPP,1000.0,277.966,0,157.034,0.0,0.0,0.0,435.0,470.729,409.78,3,2025,
KOLAGHAT TPS,840.0,0,0,336.749,0.0,0.0,0.0,336.749,352.266,76.83,3,2025,
Maadurga Thermal Power Company Ltd. ,60.0,32,0,0,0.0,0.0,0.0,32.0,39.0,3.33,3,2025,
MAHADEV PRASAD STPP,540.0,201.842,0,0,0.0,0.0,65.553,267.395,264.548,84.98,3,2025,
MAITHON RB TPP,1050.0,442.909,0,0,0.0,0.0,0.0,442.909,406.772,633.05,3,2025,
MEJIA TPS,2340.0,801.002,0,88.172,0.0,0.0,0.0,889.174,841.139,566.87,3,2025,
MUZAFFARPUR TPS,390.0,73.87,0,76.67,0.0,0.0,0.0,150.54000000000002,170.008,149.59,3,2025,
NABINAGAR STPP,1980.0,616.895,0,73.789,57.694,0.0,0.0,748.3779999999999,834.042,938.75,3,2025,
NABINAGAR TPP,1000.0,468.25800000000004,0,0,0.0,0.0,0.0,468.25800000000004,460.853,347.83,3,2025,
NORTH KARANPURA TPP,1320.0,399.81,0,141.04,0.0,0.0,0.0,540.85,379.638,622.1,3,2025,
RAGHUNATHPUR TPP,1200.0,463.558,0,20.286,0.0,0.0,3.984,487.828,458.775,365.07,3,2025,
SAGARDIGHI TPS,1600.0,0,0,673.365,0.0,0.0,0.0,673.365,656.381,268.58,3,2025,
SANTALDIH TPS,500.0,0,0,236.2,0.0,0.0,0.0,236.2,240.34,32.19,3,2025,
SOUTHERN REPL. TPS,135.0,3.979,0,0,0.0,0.0,0.0,3.979,9.58,49.68,3,2025,
TALCHER STPS,3000.0,1541.14,0,26.24,0.0,0.0,0.0,1567.38,1419.681,608.0,3,2025,
TENUGHAT TPS,420.0,260.3,0,0,0.0,0.0,0.0,260.3,142.05,273.68,3,2025,
VEDANTA TPP,600.0,353.52,0,0,0.0,0.0,0.0,353.52,288.04,105.5,3,2025,
BONGAIGAON TPP,750.0,169.51,0,85.71000000000001,0.0,0.0,0.0,255.22,187.203,300.84,3,2025,
ADANI POWER LIMITED KAWAI TPP,1320.0,321.649,0,0,0.0,160.563,0.0,482.212,409.805,332.678,4,2025,
ANPARA C TPS,1200.0,367.09193,0,0,0.0,0.0,0.0,367.09193,479.865,214.108,4,2025,
ANPARA TPS,2630.0,1037.589,0,0,0.0,0.0,0.0,1037.589,1110.062,836.61,4,2025,
BARKHERA TPS,90.0,35.705,0,0,0.0,0.0,0.0,35.705,27.583,80.18,4,2025,
CHHABRA-II TPP,1320.0,11.10272,0,339.323,0.0,0.0,0.0,350.42571999999996,316.6685,540.03,4,2025,
CHHABRA-I PH-1 TPP,500.0,36.7989,0,0,0.0,0.0,0.0,36.7989,170.7177,180.6661,4,2025,
CHHABRA-I PH-2 TPP,500.0,0.2383,0,357.8227,0.0,0.0,0.0,358.061,184.8872,180.5619,4,2025,
DADRI (NCTPP),1820.0,462.38,0,119.68,0.0,0.0,0.0,582.06,609.049,481.13,4,2025,
GHATAMPUR TPP,660.0,92.2,0,0,0.0,0.0,0.0,92.2,127.79,2.07,4,2025,
GH TPS (LEH.MOH.),920.0,0,0,281.548,0.0,0.0,0.0,281.548,297.655,356.73,4,2025,
GOINDWAL SAHIB TPP,540.0,0,0,35.779,0.0,0.0,0.0,35.779,80.508,240.32,4,2025,
HARDUAGANJ TPS,1265.0,408.408,0,0,0.0,0.0,0.0,408.408,392.024,548.19,4,2025,
INDIRA GANDHI STPP,1500.0,540.018,0,0,0.0,0.0,0.804,540.822,498.233,908.042,4,2025,
JAWAHARPUR STPP,1320.0,289.956,0,0,0.0,0.0,0.0,289.956,281.2,378.02,4,2025,
KALISINDH TPS,1200.0,0,0,430.65679,0.0,0.0,0.0,430.65679,469.672,261.2,4,2025,
KHAMBARKHERA TPS,90.0,34.509,0,0,0.0,0.0,0.0,34.509,31.136,83.87,4,2025,
KHURJA TPP,660.0,0,0,227.601,0.0,0.0,0.0,227.601,208.608,92.5,4,2025,
KOTA TPS,1240.0,483.6580000000001,0,0,0.0,0.0,0.0,483.6580000000001,526.323,257.6,4,2025,
KUNDARKI TPS,90.0,40.165,0,0,0.0,0.0,0.0,40.165,27.138,65.89,4,2025,
LALITPUR TPS,1980.0,681.4409999999999,0,0,0.0,0.0,0.0,681.4409999999999,653.429,594.01,4,2025,
MAHATMA GANDHI TPS,1320.0,473.80000000000007,0,0,0.0,0.0,0.0,473.80000000000007,439.466,538.47,4,2025,
MAQSOODPUR TPS,90.0,39.732,0,0,0.0,0.0,0.0,39.732,29.001,77.91,4,2025,
MEJA STPP,1320.0,255.43169999999998,0,3.9459,0.0,0.0,0.0,259.3776,254.4,415.88,4,2025,
OBRA TPS,1660.0,637.4399999999999,0,0,0.0,0.0,0.0,637.4399999999999,581.71,444.5,4,2025,
PANIPAT TPS,710.0,99.439,0,0,0.0,0.0,0.0,99.439,159.772,507.04,4,2025,
PANKI TPS EXT,660.0,92.466,0,0,0.0,0.0,0.0,92.466,47.0,56.0,4,2025,
PARICHHA TPS,920.0,372.786,0,0,0.0,0.0,0.0,372.786,348.384,297.52,4,2025,
PRAYAGRAJ TPP,1980.0,647.961,0,0,0.0,0.0,0.0,647.961,697.795,543.97,4,2025,
RAJIV GANDHI TPS,1200.0,149.968,0,0,0.0,0.0,0.0,149.968,231.78,741.258,4,2025,
RAJPURA TPP,1400.0,486.3557,0,0,0.0,0.0,0.0,486.3557,460.168,374.5,4,2025,
RIHAND STPS,3000.0,1193.9,0,0,0.0,0.0,0.0,1193.9,1214.702,897.52,4,2025,
ROPAR TPS,840.0,0,0,261.97,0.0,0.0,0.0,261.97,308.161,486.5,4,2025,
ROSA TPP Ph-I,1200.0,416.68728,0,0,0.0,0.0,0.0,416.68728,351.641,522.43,4,2025,
SHREE CEMENT LTD TPS,300.0,0,0,0,0.0,89.82,0.0,89.82,89.82,0.0,4,2025,
SINGRAULI STPS,2000.0,820.2,0,0,0.0,0.0,0.0,820.2,861.09,568.83,4,2025,
SURATGARH STPS,1320.0,23.50272,0,339.62733,0.0,0.0,0.0,363.13005,405.628,485.66,4,2025,
SURATGARH TPS,1500.0,540.3389999999999,0,27.827,0.0,0.0,0.0,568.1659999999999,378.24,506.49,4,2025,
TALWANDI SABO TPP,1980.0,688.1,0,0,0.0,0.0,0.0,688.1,582.875,379.1,4,2025,
TANDA TPS,1760.0,489.62,0,346.57,0.0,0.0,20.13,856.32,686.32,773.24,4,2025,
UNCHAHAR TPS,1550.0,587.4,0,207.01,0.0,0.0,4.09,798.5,617.612,458.65,4,2025,
UTRAULA TPS,90.0,48.538,0,0,0.0,0.0,0.0,48.538,32.019,74.34,4,2025,
YAMUNA NAGAR TPS,600.0,178.61599999999999,0,0,0.0,0.0,0.0,178.61599999999999,258.671,194.47,4,2025,
ADANI POWER LIMITED MUNDRA TPP - III,1980.0,0,0,0,0.0,558.482,0.0,558.482,585.235,81.968,4,2025,
ADANI POWER LIMITED MUNDRA TPP - I & II,2640.0,0,0,0,0.0,549.289,0.0,549.289,666.293,80.511,4,2025,
ADANI POWER LIMITED RAIGARH TPP,600.0,329.022,0,0,0.0,0.0,0.0,329.022,259.217,226.38,4,2025,
ADANI POWER LIMITED RAIPUR TPP,1370.0,459.447,0,0,0.0,0.0,72.264,531.711,559.729,44.2,4,2025,
ADANI POWER LIMITED TIRODA TPP,3300.0,1008.9090000000001,0,0,0.0,0.0,0.0,1008.9090000000001,1217.383,27.42,4,2025,
AKALTARA TPS,1800.0,801.9980999999999,0,0,0.0,0.0,0.0,801.9980999999999,638.45,863.85,4,2025,
AMARKANTAK EXT TPS,210.0,91.128,0,0,0.0,0.0,0.0,91.128,86.449,102.43,4,2025,
AMRAVATI TPS,1350.0,561.241,0,0,0.0,0.0,0.0,561.241,567.676,221.7,4,2025,
ANUPPUR TPP,1250.0,316.33000000000004,0,0,146.97,0.0,0.0,463.30000000000007,522.93,485.25,4,2025,
BALCO TPS,600.0,120,0,0,0.0,0.0,0.0,120.0,92.71,81.14,4,2025,
BANDAKHAR TPP,300.0,106.898,0,0,15.537,0.0,0.0,122.435,135.325,164.13,4,2025,
BARADARHA TPS,1200.0,402.03899999999993,0,0,0.0,0.0,0.0,402.03899999999993,471.743,505.33,4,2025,
BELA TPS,270.0,62.076,0,0,17.189,0.0,0.0,79.265,136.582,58.06,4,2025,
BHILAI TPS,500.0,244.556,0,0,0.0,0.0,0.0,244.556,223.676,275.52,4,2025,
BHUSAWAL TPS,1870.0,620.807,141.173,0,0.0,0.0,0.0,761.98,731.565,458.46299999999997,4,2025,
BINA TPS,500.0,46.78595392,0,0,67.9110894,0.0,0.15426,114.85130331999999,151.99,169.17,4,2025,
BINJKOTE TPP,600.0,0,0,0,266.95,0.0,9.395,276.34499999999997,310.034,192.13,4,2025,
CHAKABURA TPP,30.0,11.2541,0,0,0.0,0.0,32.9694,44.2235,26.56,47.299,4,2025,
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,637.26,231.29,0,0.0,0.0,0.0,868.55,918.32,930.98,4,2025,
DAHANU TPS,500.0,186.919,0,0,0.0,0.0,0.0,186.919,179.618,146.085,4,2025,
DHARIWAL TPP,600.0,172.24599999999998,0,0,49.489999999999995,0.0,0.0,221.736,245.069,210.67,4,2025,
DSPM TPS,500.0,238.7,0,0,0.0,0.0,0.0,238.7,220.453,348.83,4,2025,
GADARWARA TPP,1600.0,329.26,0,70.31,0.0,0.0,44.09,443.65999999999997,613.207,228.27,4,2025,
GANDHI NAGAR TPS,630.0,170.47581,0,0,0.0,0.0,0.0,170.47581,155.609,168.89000000000001,4,2025,
GMR WARORA TPS,600.0,237.73600000000002,0,0,93.893,0.0,0.0,331.629,253.9823,149.27,4,2025,
JSW RATNAGIRI TPP,300.0,0,0,0,0.0,119.0,0.0,119.0,84.65,70.2,4,2025,
KASAIPALLI TPP,270.0,144.01,0,0,0.0,0.0,0.0,144.01,126.0,51.89,4,2025,
KHAPARKHEDA TPS,1340.0,604.495,0,0,0.0,103.228,0.0,707.723,636.98,241.13,4,2025,
KHARGONE STPP,1320.0,185.38,0,88.48,0.0,0.0,133.04,406.9,508.82,164.842,4,2025,
KORADI TPS,2190.0,701.673,96.748,0,0.0,0.0,0.0,798.421,957.204,167.321,4,2025,
KORBA STPS,2600.0,980.41,0,0,0.0,0.0,0.0,980.41,1198.267,483.11,4,2025,
KORBA-WEST TPS,1340.0,666.58,0,0,0.0,0.0,0.0,666.58,618.07,404.44,4,2025,
LARA TPP,1600.0,0,0,714.67,0.0,0.0,0.0,714.67,717.775,316.94,4,2025,
MAHAN TPP,1200.0,151.272,0,0,0.0,0.0,190.68300000000002,341.95500000000004,315.47,145.47,4,2025,
MARWA TPS,1000.0,0,0,336.7,0.0,0.0,0.0,336.7,441.799,533.97,4,2025,
MAUDA TPS,2320.0,669.56,0,57.61,0.0,0.0,92.8,819.9699999999999,797.164,707.578,4,2025,
MUNDRA UMTPP,4000.0,0,0,0,0.0,792.064,0.0,792.064,778.057,747.51,4,2025,
NASIK TPS,630.0,260.61899999999997,0,0,0.0,0.0,0.0,260.61899999999997,254.76100000000002,141.21,4,2025,
NAWAPARA TPP,600.0,158.72,0,0,64.471,0.0,0.0,223.191,248.695,235.438,4,2025,
NIGRI TPP,1320.0,0,0,333.0274,124.3308,0.0,0.0,457.3582,502.3706,369.2126,4,2025,
NIWARI TPP,90.0,30.242,0,0,0.0,0.0,0.0,30.242,36.004,80.12,4,2025,
OP JINDAL TPS,1000.0,22.04,18.201,438.917,0.0,0.0,0.0,479.15799999999996,415.717,228.497,4,2025,
PARAS TPS,500.0,185.305,48.429,0,0.0,0.0,0.0,233.734,208.917,120.75,4,2025,
PARLI TPS,750.0,68.975,219.615,0,0.0,0.0,0.0,288.59000000000003,303.642,64.92,4,2025,
PATHADI TPP,600.0,259.389,0,0,0.0,0.0,0.0,259.389,266.867,57.74,4,2025,
RATIJA TPS,100.0,11.77,0,0,0.0,0.0,45.34,57.11,62.35,19.95,4,2025,
SABARMATI (D-F STATIONS),362.0,133.979,0,0,0.0,0.0,0.0,133.979,141.3342,108.98,4,2025,
SALAYA TPP,1200.0,0,0,0,0.0,212.633,0.0,212.633,284.917,119.47,4,2025,
SANJAY GANDHI TPS,1340.0,361.596,0,0,0.0,0.0,0.0,361.596,462.713,348.27,4,2025,
SASAN UMTPP,3960.0,0,0,1395.016,0.0,0.0,0.0,1395.016,1462.097,303.46,4,2025,
SATPURA TPS,1330.0,178.19271,0,0,0.0,0.0,0.0,178.19271,222.0709,148.47,4,2025,
SEIONI TPP,600.0,116.169,0,0,230.142,0.0,0.0,346.311,297.555,289.11,4,2025,
SHIRPUR TPP,300.0,0,0,0,0.0,0.0,65.656,65.656,130.677,97.99,4,2025,
SHREE SINGAJI TPP,2520.0,924.5790000000001,0,0,0.0,0.0,0.0,924.5790000000001,914.792,423.87,4,2025,
SIKKA REP. TPS,500.0,0,0,0,0.0,3.617,0.0,3.617,41.771,62.62,4,2025,
SIPAT STPS,2980.0,910.9899999999999,0,0,0.0,0.0,0.0,910.9899999999999,1159.499,633.27,4,2025,
SOLAPUR STPS,1320.0,82.3,215.97,158.05,0.0,0.0,34.96,491.28,420.711,315.895,4,2025,
SVPL TPP,63.0,25.1482,0,0,0.0,0.0,33.5839,58.7321,50.794,36.63,4,2025,
TAMNAR TPP,2400.0,440.804,0,915,0.0,0.0,0.0,1355.804,1223.925,719.4390000000001,4,2025,
TROMBAY TPS,750.0,0,0,0,0.0,122.125,0.0,122.125,208.199,155.33,4,2025,
UCHPINDA TPP,1440.0,434.807,0,0,142.02100000000002,0.0,113.048,689.876,537.971,1161.4,4,2025,
UKAI TPS,1110.0,403.7801,0,0,0.0,0.0,0.0,403.7801,448.556,179.61,4,2025,
VINDHYACHAL STPS,4760.0,1752.96,0,0,0.0,0.0,0.0,1752.96,1989.684,1112.97,4,2025,
WANAKBORI TPS,2270.0,629.67103,0,0,0.0,0.0,0.0,629.67103,732.451,466.12,4,2025,
WARDHA WARORA TPP,540.0,161.18,0,0,0.0,0.0,34.48,195.66,221.43,365.51,4,2025,
ADANI POWER LIMITED UDUPI TPP,1200.0,0,0,0,0.0,275.77,0.0,275.77,256.232,113.21,4,2025,
BELLARY TPS,1700.0,212.30492,142.93898,350.97954,0.0,0.0,0.0,706.22344,594.246,309.98580000000004,4,2025,
BHADRADRI TPP,1080.0,0,361.882,0,0.0,0.0,0.0,361.882,351.201,366.156,4,2025,
