Name of TPS,Installed Capacity (MW),CIL,SSCL,Captive,E-Auction,Import,Others,Total,Total Consumption,Closing Stocks,Month,Year,SCCL
SIPAT STPS,2980.0,914.889,0,0,0.0,0.0,0.0,914.889,1224.332,246.98,10,2025,
SOLAPUR STPS,1320.0,263.36,82.32,11.02,0.0,0.0,19.1,375.8,472.116,290.53,10,2025,
SVPL TPP,63.0,7.4295,0,0,0.0,0.0,4.286,11.715499999999999,40.1741,13.71,10,2025,
TAMNAR TPP,2400.0,520.057,0,612.508,0.0,0.0,0.0,1132.565,1018.941,679.618,10,2025,
TROMBAY TPS,750.0,0,0,0,0.0,298.753911,0.0,298.753911,198.831,220.9,10,2025,
UCHPINDA TPP,1440.0,343.18399999999997,0,0,0.0,0.0,0.0,343.18399999999997,500.091,1171.27,10,2025,
UKAI TPS,1110.0,346.425,0,0,0.0,0.0,0.0,346.425,236.503,472.22,10,2025,
Vedanta Ltd Chhattisgarh TPP,600.0,0,0,0,163.446,0.0,1.494,164.94,160.241,139.58,10,2025,
VINDHYACHAL STPS,4760.0,1943.68,0,0,0.0,0.0,0.0,1943.68,1866.749,719.01,10,2025,
WANAKBORI TPS,2270.0,252.124,0,0,0.0,0.0,0.0,252.124,145.071,823.74,10,2025,
WARDHA WARORA TPP,540.0,179.95,0,0,0.0,0.0,0.0,179.95,227.744,77.51,10,2025,
ADANI POWER LIMITED UDUPI TPP,1200.0,0,0,0,0.0,217.653,0.0,217.653,174.604,117.64,10,2025,
BELLARY TPS,1700.0,0,143.47989,349.81317,0.0,0.0,0.0,493.29306,408.296,360.56739999999996,10,2025,
BHADRADRI TPP,1080.0,0,202.795,0,0.0,0.0,0.0,202.795,101.479,286.443,10,2025,
DAMODARAM SANJEEVAIAH TPS,2400.0,698.54022,0,0,0.0,0.0,0.0,698.54022,734.24,24.72,10,2025,
Dr. N.TATA RAO TPS,2560.0,777.7570000000001,135.202,0,0.0,0.0,0.0,912.9590000000001,916.608,416.97,10,2025,
ITPCL TPP,1200.0,0,0,0,0.0,196.3846,0.0,196.3846,197.0124,312.97,10,2025,
KAKATIYA TPS,1100.0,0,152.817,196.009,0.0,0.0,0.0,348.826,326.012,184.941,10,2025,
KOTHAGUDEM TPS (NEW),1000.0,0,176.891,0,0.0,0.0,0.0,176.891,133.27,309.893,10,2025,
KOTHAGUDEM TPS (STAGE-7),800.0,0,199.901,0,0.0,0.0,0.0,199.901,133.854,148.226,10,2025,
KUDGI STPP,2400.0,321.19,110.97,164.59,0.0,0.0,0.0,596.75,582.18,579.71,10,2025,
METTUR TPS,840.0,230.29100000000003,0,0,0.0,0.0,0.0,230.29100000000003,249.33,188.71,10,2025,
METTUR TPS - II,600.0,141.79100000000003,0,0,0.0,14.49,0.0,156.28100000000003,96.123,189.85000000000002,10,2025,
MUTHIARA TPP,1200.0,66.252,0,0,0.0,240.893,0.0,307.145,243.043,284.89,10,2025,
NORTH CHENNAI TPS,1830.0,768.79,0,0,0.0,15.246,0.0,784.036,774.972,267.959,10,2025,
NTPL TUTICORIN  TPP,1000.0,0,0,330.425,0.0,0.0,0.0,330.425,340.73,315.24,10,2025,
OPG Power Generation Private Limited,414.0,14.849,0,0,0.0,74.543,0.0,89.39200000000001,90.45599999999999,100.2101,10,2025,
PAINAMPURAM TPP,1320.0,468.694,0,0,0.0,62.0,0.0,530.694,506.482,380.93,10,2025,
RAICHUR TPS,1720.0,388.8299999999999,181.378,0,0.0,0.0,0.0,570.2079999999999,567.331,347.43,10,2025,
RAMAGUNDEM STPS,2600.0,0,576.86,0,0.0,0.0,0.0,576.86,553.072,672.87,10,2025,
RAYALASEEMA TPS,1650.0,391.18199999999996,87.56,0,0.0,0.0,0.0,478.74199999999996,488.325,173.01,10,2025,
SGPL TPP,1320.0,132.606,0,0,0.0,165.521,0.0,298.12699999999995,562.4010000000001,171.54000000000002,10,2025,
SIMHADRI,2000.0,648.5600000000001,0,50.33,0.0,0.0,0.07,698.9600000000002,665.611,637.37,10,2025,
SIMHAPURI TPS,600.0,0,0,0,0.0,0.0,0.0,0.0,66.803,135.82999999999998,10,2025,
SINGARENI TPP,1200.0,0,448.504,0,0.0,0.0,0.0,448.504,405.437,130.11,10,2025,
TELANGANA STPP PH-1,1600.0,42.8,325.82,56.49,0.0,0.0,4.19,429.3,471.15,335.52,10,2025,
THAMMINAPATNAM TPS,1000.0,0.554,0,0,0.0,109.33982,0.0,109.89382,92.1228,87.77,10,2025,
TORANGALLU TPS(SBU-I),260.0,0,0,0,0.0,45.54,0.0,45.54,45.54,0.0,10,2025,
TORANGALLU TPS(SBU-II),600.0,0,0,0,0.0,91.3,0.0,91.3,86.36,7.92,10,2025,
TUTICORIN TPP ST-IV,525.0,0,0,0,0.0,149.281,0.0,149.281,148.136,4.62,10,2025,
TUTICORIN TPS,1050.0,294.045,0,0,0.0,0.0,0.0,294.045,281.254,323.68,10,2025,
VALLUR TPP,1500.0,567.35,0,0,0.0,0.0,0.0,567.35,526.172,518.57,10,2025,
VIZAG TPP,1040.0,242.12763,0,0,0.0,0.0,0.0,242.12763,221.009,179.1043,10,2025,
YADADRI TPS,1600.0,0,304.287,0,0.0,0.0,0.0,304.287,326.867,288.125,10,2025,
YERMARUS TPP,1600.0,0,364.927,0,0.0,87.42,0.0,452.34700000000004,359.732,276.165,10,2025,
BAKRESWAR TPS,1050.0,0,0,448.549,0.0,0.0,0.0,448.549,444.928,82.2,10,2025,
BANDEL TPS,270.0,0,0,110.338,0.0,0.0,0.0,110.338,108.385,70.91,10,2025,
BARAUNI TPS,500.0,94.64,0,124.91,0.0,0.0,0.0,219.55,193.767,134.267,10,2025,
BARH  STPS,3300.0,440.22,0,416.94,0.0,0.0,15.87,873.0300000000001,890.051,532.81,10,2025,
BOKARO TPS `A` EXP,500.0,119.06299999999999,0,44.373,0.0,0.0,0.0,163.43599999999998,185.118,60.48,10,2025,
BUDGE BUDGE TPS,750.0,137.47899999999998,0,85.449,34.369,0.0,16.321,273.61800000000005,284.154,91.47,10,2025,
CHANDRAPURA(DVC) TPS,500.0,107.30000000000001,0,74.941,0.0,0.0,0.0,182.241,202.412,137.06,10,2025,
DARLIPALI STPS,1600.0,0,0,742.36,0.0,0.0,0.0,742.36,725.167,467.35,10,2025,
DERANG TPP,1200.0,478.6,0,0,49.828,0.0,0.0,528.428,572.228,971.88,10,2025,
D.P.L. TPS,550.0,184.30760999999998,0,0,0.0,0.0,0.0,184.30760999999998,213.3086,67.7,10,2025,
DURGAPUR STEEL TPS,1000.0,340.998,0,7.114,0.0,0.0,0.0,348.11199999999997,361.961,117.42,10,2025,
FARAKKA STPS,2100.0,694.4100000000001,0,49.91,0.0,0.0,0.0,744.32,686.433,266.61,10,2025,
HALDIA TPP,600.0,248.946,0,0,0.0,0.0,0.0,248.946,298.041,60.59,10,2025,
HIRANMAYE TPP,300.0,136.268,0,0,0.0,0.0,0.0,136.268,137.118,228.418,10,2025,
IB VALLEY TPS,1740.0,70.4712,0,506.8965,0.0,0.0,0.0,577.3677,628.781,425.99,10,2025,
JOJOBERA TPS,240.0,85.2419,0,0,0.0,0.0,0.0,85.2419,87.957,122.64,10,2025,
JSW Energy Utkal Limited,700.0,0,0,0,151.17,0.0,0.0,151.17,309.497,24.29,10,2025,
KAHALGAON TPS,2340.0,993.04,0,25.92,0.0,0.0,0.0,1018.9599999999999,917.225,716.88,10,2025,
KAMALANGA TPS,1050.0,379.955,0,0,120.967,0.0,0.0,500.92199999999997,579.032,144.43,10,2025,
KODARMA TPP,1000.0,356.952,0,113.497,0.0,0.0,0.0,470.449,368.644,267.02,10,2025,
KOLAGHAT TPS,840.0,0,0,326.606,0.0,0.0,0.0,326.606,319.317,104.74,10,2025,
Maadurga Thermal Power Company Ltd. ,60.0,24.8,0,0,0.0,0.0,4.03,28.830000000000002,34.53,8.94,10,2025,
MAHADEV PRASAD STPP,540.0,193.399,0,0,0.0,0.0,66.35,259.749,236.735,71.98,10,2025,
MAITHON RB TPP,1050.0,311.86013,0,0,0.0,0.0,0.0,311.86013,341.338,292.82,10,2025,
MEJIA TPS,2340.0,570.8720000000001,0,55.771,0.0,0.0,84.013,710.6560000000001,807.942,286.89,10,2025,
MUZAFFARPUR TPS,390.0,0,0,99.424,51.603,0.0,0.0,151.02700000000002,163.835,164.45,10,2025,
NABINAGAR STPP,1980.0,766.827,0,184.719,8.022,0.0,0.0,959.5680000000001,757.265,371.65,10,2025,
NABINAGAR TPP,1000.0,325.3598,0,0,0.0,0.0,40.8912,366.251,378.271,150.34,10,2025,
NORTH KARANPURA TPP,1980.0,478.86,0,420.15000000000003,0.0,0.0,0.0,899.01,716.096,248.95,10,2025,
RAGHUNATHPUR TPP,1200.0,233.883,0,22.834,0.0,0.0,0.0,256.717,258.989,278.12,10,2025,
SAGARDIGHI TPS,1600.0,0,0,608.916,125.704,0.0,0.0,734.62,715.007,139.35,10,2025,
SANTALDIH TPS,500.0,0,0,233.853,0.0,0.0,0.0,233.853,207.495,84.3,10,2025,
SOUTHERN REPL. TPS,135.0,0,0,0,0.0,0.0,0.0,0.0,1.888,24.39,10,2025,
TALCHER STPS,3000.0,1150.65,0,86.86000000000001,0.0,0.0,0.0,1237.5100000000002,1258.261,602.03,10,2025,
TENUGHAT TPS,420.0,81.56,0,0,0.0,0.0,0.0,81.56,162.47,56.35,10,2025,
VEDANTA TPP,600.0,48.50988,0,0,0.0,0.0,0.0,48.50988,41.9528,97.48,10,2025,
BONGAIGAON TPP,750.0,25.7,0,118.11999999999999,0.0,0.0,0.0,143.82,232.583,107.89,10,2025,
ADANI POWER LIMITED KAWAI TPP,1320.0,335.954,,0.0,0.0,218.885,0.0,554.8389999999999,396.708,321.51,4,2024,0.0
ANPARA TPS,2630.0,889.077,,0.0,0.0,0.0,0.0,889.077,1121.657,534.26,4,2024,0.0
BARKHERA TPS,90.0,35.716,,0.0,0.0,0.0,0.0,35.716,24.807,106.75,4,2024,0.0
CHHABRA-II TPP,1320.0,120.5088,,268.9517,0.0,0.0,0.0,389.4605,421.8785,90.36,4,2024,0.0
CHHABRA-I PH-1 TPP,500.0,156.64,,0.0,0.0,0.0,0.0,156.64,208.28,7.82,4,2024,0.0
CHHABRA-I PH-2 TPP,500.0,190.6,,0.0,0.0,0.0,0.0,190.6,214.51,146.26,4,2024,0.0
DADRI (NCTPP),1820.0,514.9,,112.85,0.0,15.74,0.0,643.49,574.14,841.643,4,2024,0.0
GH TPS (LEH.MOH.),920.0,59.12,,198.655,0.0,0.0,0.189,257.964,231.629,321.605,4,2024,0.0
GOINDWAL SAHIB TPP,540.0,8.0843,,160.8315,0.0,0.0,0.0,168.91580000000002,148.896,174.99,4,2024,0.0
HARDUAGANJ TPS,1265.0,502.678,,0.0,0.0,0.0,0.0,502.678,400.691,595.22,4,2024,0.0
INDIRA GANDHI STPP,1500.0,404.799,,0.0,0.0,31.973,0.138,436.91,487.315,725.47,4,2024,0.0
JAWAHARPUR STPP,660.0,53.02,,0.0,0.0,0.0,0.0,53.02,35.07,36.95,4,2024,0.0
KALISINDH TPS,1200.0,107.168,,318.98,0.0,0.0,0.0,426.148,422.556,136.83,4,2024,0.0
KHAMBARKHERA TPS,90.0,34.342,,0.0,0.0,0.0,0.0,34.342,31.467,96.31,4,2024,0.0
KOTA TPS,1240.0,615.23099,,0.0,0.0,0.0,0.0,615.23099,598.574,128.72,4,2024,0.0
KUNDARKI TPS,90.0,40.003,,0.0,0.0,0.0,0.0,40.003,31.264,60.59,4,2024,0.0
LALITPUR TPS,1980.0,621.6089999999999,,0.0,0.0,0.0,0.0,621.6089999999999,639.133,599.46,4,2024,0.0
MAHATMA GANDHI TPS,1320.0,351.43500000000006,,0.0,0.0,20.048,0.0,371.48300000000006,407.559,645.776,4,2024,0.0
MAQSOODPUR TPS,90.0,27.56,,0.0,0.0,0.0,0.0,27.56,30.408,80.15,4,2024,0.0
MEJA STPP,1320.0,490.6374,,0.0,0.0,3.823,0.0,494.4604,444.111,461.448,4,2024,0.0
OBRA TPS,1660.0,402.772,,0.0,0.0,0.0,0.0,402.772,411.78,286.13,4,2024,0.0
PANIPAT TPS,710.0,306.722,,0.0,0.0,0.0,0.0,306.722,241.805,531.01,4,2024,0.0
PARICHHA TPS,920.0,437.28899999999993,,0.0,0.0,0.0,0.0,437.28899999999993,335.411,333.209,4,2024,0.0
PRAYAGRAJ TPP,1980.0,714.15508,,0.0,0.0,0.0,0.0,714.15508,679.83,854.64,4,2024,0.0
RAJIV GANDHI TPS,1200.0,156.679,,0.0,0.0,0.0,0.0,156.679,411.15,459.06,4,2024,0.0
RAJPURA TPP,1400.0,531.7008,,0.0,0.0,0.0,0.0,531.7008,494.1524,437.67,4,2024,0.0
RIHAND STPS,3000.0,1122.49,,0.0,0.0,0.0,0.0,1122.49,1186.346,920.713,4,2024,0.0
ROPAR TPS,840.0,29.77868,,111.82697,0.0,0.0,0.131,141.73665,286.842,387.7,4,2024,0.0
ROSA TPP Ph-I,1200.0,485.002,,0.0,0.0,0.0,0.0,485.002,408.409,361.74,4,2024,0.0
SHREE CEMENT LTD TPS,300.0,0.0,,0.0,0.0,62.86,0.0,62.86,62.86,27.8,4,2024,0.0
SINGRAULI STPS,2000.0,816.73,,0.0,0.0,0.0,0.0,816.73,888.988,366.132,4,2024,0.0
SURATGARH STPS,1320.0,211.38185,,75.03157,0.0,0.0,0.0,286.41342,328.774,87.41,4,2024,0.0
SURATGARH TPS,1500.0,440.307,,0.0,0.0,0.0,0.0,440.307,462.171,144.62,4,2024,0.0
TALWANDI SABO TPP,1980.0,577.1370000000001,,0.0,0.0,0.0,0.0,577.1370000000001,674.325,201.82,4,2024,0.0
TANDA TPS,1760.0,425.94000000000005,,138.37,0.0,44.31,0.0,612.75,621.583,686.388,4,2024,4.13
UNCHAHAR TPS,1550.0,417.37,,67.92,0.0,15.57,0.0,509.07,539.714,454.327,4,2024,8.21
UTRAULA TPS,90.0,32.286,,0.0,0.0,0.0,0.0,32.286,32.79,57.08,4,2024,0.0
YAMUNA NAGAR TPS,600.0,236.595,,0.0,0.0,0.0,0.0,236.595,240.097,280.25,4,2024,0.0
ADANI POWER LIMITED MUNDRA TPP - III,1980.0,0.0,,0.0,0.0,602.264,0.0,602.264,643.329,74.451,4,2024,0.0
ADANI POWER LIMITED MUNDRA TPP - I & II,2640.0,0.0,,0.0,0.0,704.317,0.0,704.317,715.168,120.82,4,2024,0.0
ADANI POWER LIMITED RAIGARH TPP,600.0,227.677,,0.0,97.145,0.0,0.0,324.822,311.038,134.36,4,2024,0.0
ADANI POWER LIMITED RAIPUR TPP,1370.0,391.234,,0.0,98.74,0.0,84.557,574.5310000000001,559.589,285.73,4,2024,0.0
ADANI POWER LIMITED TIRODA TPP,3300.0,1121.689,,0.0,0.0,0.0,0.0,1121.689,1258.983,605.41,4,2024,0.0
AKALTARA TPS,1800.0,506.6715,,0.0,0.0,0.0,0.0,506.6715,598.438,499.24,4,2024,0.0
AMARKANTAK EXT TPS,210.0,70.238,,0.0,0.0,0.0,0.0,70.238,92.301,38.815,4,2024,0.0
AMRAVATI TPS,1350.0,567.896,,0.0,0.0,0.0,0.0,567.896,597.835,178.53,4,2024,0.0
ANUPPUR TPP,1250.0,276.78,,0.0,141.54,0.0,0.0,418.32,486.08,372.23,4,2024,0.0
BALCO TPS,600.0,167.48,,0.0,52.87,0.0,0.0,220.35,263.67,68.27,4,2024,0.0
BANDAKHAR TPP,300.0,89.373,,0.0,0.0,0.0,0.0,89.373,144.79,75.25,4,2024,0.0
BARADARHA TPS,1200.0,300.37807,,0.0,229.005,0.0,0.0,529.38307,552.101,222.97,4,2024,0.0
BELA TPS,270.0,0.0,,0.0,65.833,0.0,10.392,76.225,101.398,113.49,4,2024,0.0
BHILAI TPS,500.0,218.753,,0.0,0.0,0.0,0.0,218.753,235.731,367.495,4,2024,0.0
BHUSAWAL TPS,1210.0,508.447,,0.0,0.0,38.83,0.0,547.277,488.3970000000001,517.519,4,2024,0.0
BINA TPS,500.0,169.72,,0.0,57.69,0.0,0.0,227.41,209.58,201.81,4,2024,0.0
BINJKOTE TPP,600.0,64.928,,0.0,201.023,0.0,0.0,265.951,239.62,233.24,4,2024,0.0
CHAKABURA TPP,30.0,5.932,,0.0,0.0,0.0,47.487,53.419,62.229,69.67,4,2024,0.0
CHANDRAPUR(MAHARASHTRA) STPS,2920.0,941.372,,0.0,0.0,146.169,0.0,1192.3680000000002,1204.6819,641.34,4,2024,104.827
DAHANU TPS,500.0,184.801,,0.0,0.0,0.0,0.0,184.801,189.458,151.14,4,2024,0.0
DHARIWAL TPP,600.0,254.09000000000003,,0.0,20.177,0.0,0.0,274.26700000000005,266.441,249.18,4,2024,0.0
DSPM TPS,500.0,273.513,,0.0,0.0,0.0,0.0,273.513,248.205,304.035,4,2024,0.0
GADARWARA TPP,1600.0,177.51000000000002,,227.07,0.0,0.0,0.0,485.74,476.482,513.9929999999999,4,2024,81.16
GANDHI NAGAR TPS,630.0,172.86800000000002,,0.0,0.0,15.969,0.0,188.837,259.786,96.09,4,2024,0.0
GMR WARORA TPS,600.0,133.571,,0.0,155.973,0.0,0.0,289.544,247.233,122.89,4,2024,0.0
JSW RATNAGIRI TPP,300.0,0.0,,0.0,0.0,50.0,0.0,50.0,65.74,31.56,4,2024,0.0
KASAIPALLI TPP,270.0,43.3491,,0.0,0.0,0.0,130.2466,173.5957,80.81,226.65,4,2024,0.0
KHAPARKHEDA TPS,1340.0,607.1220000000001,,0.0,0.0,81.42,0.0,688.542,637.5070000000001,221.95,4,2024,0.0
KHARGONE STPP,1320.0,325.95000000000005,,84.07000000000001,0.0,81.0,0.0,535.6800000000001,416.112,646.05,4,2024,44.66
KORADI TPS,2190.0,790.6870000000001,,0.0,0.0,0.0,0.0,849.9830000000002,913.991,429.024,4,2024,59.296
KORBA STPS,2600.0,1149.96,,0.0,0.0,0.0,0.0,1149.96,1138.719,383.492,4,2024,0.0
KORBA-WEST TPS,1340.0,595.844,,0.0,0.0,0.0,0.0,595.844,590.676,134.11,4,2024,0.0
LARA TPP,1600.0,0.0,,842.74,0.0,0.0,0.0,842.74,769.545,518.676,4,2024,0.0
MAHAN TPP,1200.0,242.143,,0.0,0.0,0.0,122.403,364.546,470.076,345.42,4,2024,0.0
MARWA TPS,1000.0,28.329,,415.01,0.0,0.0,0.0,443.339,478.297,389.39,4,2024,0.0
MAUDA TPS,2320.0,573.9699999999999,,19.45,0.0,88.18,0.0,730.51,824.408,493.99300000000005,4,2024,48.91
MUNDRA UMTPP,4000.0,0.0,,0.0,0.0,915.38,0.0,915.38,901.551,628.35,4,2024,0.0
NASIK TPS,630.0,245.76,,0.0,0.0,29.26,0.0,275.02,287.887,111.18,4,2024,0.0
NAWAPARA TPP,600.0,205.85,,0.0,4.09,0.0,0.0,209.94,251.0899,120.89,4,2024,0.0
NIGRI TPP,1320.0,0.0,,396.0178,134.4783,0.0,0.0,530.4961000000001,468.4884,398.417,4,2024,0.0
NIWARI TPP,90.0,17.86,,0.0,0.0,0.0,16.48,34.34,34.09,91.44,4,2024,0.0
OP JINDAL TPS,1000.0,92.866,,0.0,278.99,0.0,0.0,371.856,397.142,242.301,4,2024,0.0
PARAS TPS,500.0,233.02,,0.0,0.0,0.0,0.0,237.018,214.596,133.32,4,2024,3.998
PARLI TPS,750.0,101.752,,0.0,0.0,0.0,0.0,279.463,277.521,182.19,4,2024,177.711
PATHADI TPP,600.0,314.04999999999995,,0.0,19.92,0.0,0.0,333.97,276.28,274.18,4,2024,0.0
RATIJA TPS,100.0,0.0,,0.0,0.0,0.0,47.686,47.686,72.05,27.75,4,2024,0.0
SABARMATI (D-F STATIONS),362.0,92.454,,0.0,0.0,8.057,0.0,100.511,140.17000000000002,65.9,4,2024,0.0
SALAYA TPP,1200.0,0.0,,0.0,0.0,164.69,0.0,164.69,179.655,44.21,4,2024,0.0
SANJAY GANDHI TPS,1340.0,504.182,,0.0,0.0,0.0,0.0,504.182,541.001,295.72,4,2024,0.0
SASAN UMTPP,3960.0,0.0,,1257.554,0.0,0.0,0.0,1257.554,1569.504,70.858,4,2024,0.0
SATPURA TPS,1330.0,208.34,,0.0,0.0,0.0,0.0,208.34,224.245,108.98,4,2024,0.0
SEIONI TPP,600.0,117.631,,0.0,167.184,0.0,0.0,284.815,255.907,44.53,4,2024,0.0
SHIRPUR TPP,300.0,0.0,,0.0,0.0,15.759,82.752,98.511,88.66399999999999,142.54,4,2024,0.0
SHREE SINGAJI TPP,2520.0,1004.3919999999998,,0.0,0.0,0.0,0.0,1004.3919999999998,907.645,467.97,4,2024,0.0
SIKKA REP. TPS,500.0,0.0,,0.0,0.0,12.152,0.0,12.152,49.449,56.43,4,2024,0.0
SIPAT STPS,2980.0,1054.35,,36.83,0.0,0.0,0.0,1091.1799999999998,1043.729,685.465,4,2024,0.0
SOLAPUR STPS,1320.0,191.79,,74.03,0.0,0.0,0.0,379.49,424.783,444.643,4,2024,113.67
SVPL TPP,63.0,0.0,,0.0,0.0,0.0,33.2232,33.2232,74.057,56.91,4,2024,0.0
TAMNAR TPP,2400.0,401.871,,0.0,834.055,1.019,0.0,1236.945,1310.057,114.357,4,2024,0.0
TROMBAY TPS,750.0,0.0,,0.0,0.0,266.75074,0.0,266.75074,239.377,248.72,4,2024,0.0
UCHPINDA TPP,1440.0,182.613,,0.0,193.774,0.0,159.787,536.174,553.475,578.75,4,2024,0.0
UKAI TPS,1110.0,321.06,,0.0,0.0,20.284,0.0,341.344,397.059,306.66,4,2024,0.0
VINDHYACHAL STPS,4760.0,1918.13,,75.51,0.0,0.0,0.0,1993.64,2015.504,765.226,4,2024,0.0
WANAKBORI TPS,2270.0,872.586,,0.0,0.0,20.299,0.0,892.885,859.305,561.0,4,2024,0.0
